instance,casual,registered,count,season,year,month,holiday,weekday,workingday,weathertype,tempdenorm,acttempdenorm,humiditydenorm,windspeeddenorm
400,384,2448,2832,Spring,Year 2012,Feb,Not A Holiday,Sat,Not A Working Day,Cloudy:Adequet,10.830847,13.63625,77.9583,8.167032
401,318,2629,2947,Spring,Year 2012,Feb,Not A Holiday,Sun,Not A Working Day,Cloudy:Adequet,10.899153,13.22605,68.7917,11.791732
402,206,3578,3784,Spring,Year 2012,Feb,Not A Holiday,Mon,Working Day,Clear:Good,11.586969,14.8213,62.2174,10.3046
403,199,4176,4375,Spring,Year 2012,Feb,Not A Holiday,Tues,Working Day,Clear:Good,14.520847,18.0552,49.625,9.874393
404,109,2693,2802,Spring,Year 2012,Feb,Not A Holiday,Wed,Working Day,Cloudy:Adequet,10.523347,13.32105,72.2917,8.959307
405,163,3667,3830,Spring,Year 2012,Feb,Not A Holiday,Thr,Working Day,Clear:Good,10.865,13.0994,56.2083,13.000479
406,227,3604,3831,Spring,Year 2012,Feb,Not A Holiday,Fri,Working Day,Cloudy:Adequet,11.514153,14.6779,54,7.834243
407,192,1977,2169,Spring,Year 2012,Feb,Not A Holiday,Sat,Not A Working Day,LightRain:Bad,9.190847,10.54335,73.125,19.416332
408,73,1456,1529,Spring,Year 2012,Feb,Not A Holiday,Sun,Not A Working Day,Clear:Good,5.2275,5.0829,46.4583,27.417204
409,94,3328,3422,Spring,Year 2012,Feb,Not A Holiday,Mon,Working Day,Clear:Good,9.1225,11.39565,41.125,11.207961
410,135,3787,3922,Spring,Year 2012,Feb,Not A Holiday,Tues,Working Day,Cloudy:Adequet,13.085847,16.6973,50.875,9.458993
411,141,4028,4169,Spring,Year 2012,Feb,Not A Holiday,Wed,Working Day,Clear:Good,14.281653,17.58145,53.125,12.1672
412,74,2931,3005,Spring,Year 2012,Feb,Not A Holiday,Thr,Working Day,Cloudy:Adequet,12.983347,16.5081,75.2917,6.125475
413,349,3805,4154,Spring,Year 2012,Feb,Not A Holiday,Fri,Working Day,Clear:Good,14.076653,17.58145,63.4583,13.791682
414,1435,2883,4318,Spring,Year 2012,Feb,Not A Holiday,Sat,Not A Working Day,Clear:Good,14.213347,17.77125,53.4583,12.792243
415,618,2071,2689,Spring,Year 2012,Feb,Not A Holiday,Sun,Not A Working Day,Cloudy:Adequet,11.48,13.2894,51.5833,16.958504
416,502,2627,3129,Spring,Year 2012,Feb,Holiday,Mon,Not A Working Day,Clear:Good,11.48,13.66955,50.7826,15.348561
417,163,3614,3777,Spring,Year 2012,Feb,Not A Holiday,Tues,Working Day,Clear:Good,11.800866,14.75565,59.4348,13.783039
418,394,4379,4773,Spring,Year 2012,Feb,Not A Holiday,Wed,Working Day,Clear:Good,16.229153,19.63335,56.7917,15.709557
419,516,4546,5062,Spring,Year 2012,Feb,Not A Holiday,Thr,Working Day,Clear:Good,18.620847,22.2223,55.4583,12.791171
420,246,3241,3487,Spring,Year 2012,Feb,Not A Holiday,Fri,Working Day,Cloudy:Adequet,16.7075,20.54855,73.75,15.916989
421,317,2415,2732,Spring,Year 2012,Feb,Not A Holiday,Sat,Not A Working Day,Clear:Good,11.924153,12.78375,39.5833,28.250014
422,515,2874,3389,Spring,Year 2012,Feb,Not A Holiday,Sun,Not A Working Day,Clear:Good,11.445847,13.4154,41,13.750343
423,253,4069,4322,Spring,Year 2012,Feb,Not A Holiday,Mon,Working Day,Clear:Good,15.033347,17.8977,49.0833,17.958211
424,229,4134,4363,Spring,Year 2012,Feb,Not A Holiday,Tues,Working Day,Clear:Good,14.725847,17.67625,39.5833,12.958939
425,65,1769,1834,Spring,Year 2012,Feb,Not A Holiday,Wed,Working Day,Cloudy:Adequet,14.118268,17.4235,80.4783,12.000839
426,325,4665,4990,Spring,Year 2012,Mar,Not A Holiday,Thr,Working Day,Clear:Good,19.919153,23.76855,61.5417,15.208129
427,246,2948,3194,Spring,Year 2012,Mar,Not A Holiday,Fri,Working Day,Cloudy:Adequet,14.486653,17.9921,65.7083,9.708568
428,956,3110,4066,Spring,Year 2012,Mar,Not A Holiday,Sat,Not A Working Day,Cloudy:Adequet,16.980847,20.6746,62.125,10.792293
429,710,2713,3423,Spring,Year 2012,Mar,Not A Holiday,Sun,Not A Working Day,Clear:Good,13.359153,15.15105,40.3333,22.416257
430,203,3130,3333,Spring,Year 2012,Mar,Not A Holiday,Mon,Working Day,Clear:Good,9.976653,12.05855,50.625,15.333486
431,221,3735,3956,Spring,Year 2012,Mar,Not A Holiday,Tues,Working Day,Clear:Good,10.591653,12.7521,45.6667,13.458625
432,432,4484,4916,Spring,Year 2012,Mar,Not A Holiday,Wed,Working Day,Clear:Good,16.570847,19.255,51.3333,23.167193
433,486,4896,5382,Spring,Year 2012,Mar,Not A Holiday,Thr,Working Day,Clear:Good,21.6275,26.2302,56.75,29.584721
434,447,4122,4569,Spring,Year 2012,Mar,Not A Holiday,Fri,Working Day,Cloudy:Adequet,16.844153,19.85415,40.7083,27.7916
435,968,3150,4118,Spring,Year 2012,Mar,Not A Holiday,Sat,Not A Working Day,Clear:Good,11.7875,13.88835,35.0417,15.12525
436,1658,3253,4911,Spring,Year 2012,Mar,Not A Holiday,Sun,Not A Working Day,Clear:Good,14.831299,17.9835,47.6957,14.913329
437,838,4460,5298,Spring,Year 2012,Mar,Not A Holiday,Mon,Working Day,Clear:Good,19.133347,22.9796,48.9167,13.916771
438,762,5085,5847,Spring,Year 2012,Mar,Not A Holiday,Tues,Working Day,Clear:Good,23.165,27.14645,61.75,15.87565
439,997,5315,6312,Spring,Year 2012,Mar,Not A Holiday,Wed,Working Day,Clear:Good,23.4725,27.43085,50.7083,7.709154
440,1005,5187,6192,Spring,Year 2012,Mar,Not A Holiday,Thr,Working Day,Clear:Good,22.8575,26.64125,57.9583,10.042161
441,548,3830,4378,Spring,Year 2012,Mar,Not A Holiday,Fri,Working Day,Cloudy:Adequet,17.869153,21.81145,84.2083,7.583864
442,3155,4681,7836,Spring,Year 2012,Mar,Not A Holiday,Sat,Not A Working Day,Cloudy:Adequet,21.080847,25.2523,75.5833,7.417168
443,2207,3685,5892,Spring,Year 2012,Mar,Not A Holiday,Sun,Not A Working Day,Cloudy:Adequet,19.3725,23.2,81,8.501161
444,982,5171,6153,Spring,Year 2012,Mar,Not A Holiday,Mon,Working Day,Clear:Good,22.345,26.64105,72.875,10.875239
445,1051,5042,6093,Spring,Year 2012,Mar,Not A Holiday,Tues,Working Day,Clear:Good,22.994153,26.92665,80.7917,8.125157
446,1122,5108,6230,Summer,Year 2012,Mar,Not A Holiday,Wed,Working Day,Cloudy:Adequet,21.798347,25.6629,82.125,6.0004061
447,1334,5537,6871,Summer,Year 2012,Mar,Not A Holiday,Thr,Working Day,Clear:Good,22.720847,26.57835,83.125,7.876654
448,2469,5893,8362,Summer,Year 2012,Mar,Not A Holiday,Fri,Working Day,Cloudy:Adequet,24.668347,28.50335,69.4167,7.7921
449,1033,2339,3372,Summer,Year 2012,Mar,Not A Holiday,Sat,Not A Working Day,Cloudy:Adequet,20.6025,24.33665,88.5417,12.916461
450,1532,3464,4996,Summer,Year 2012,Mar,Not A Holiday,Sun,Not A Working Day,Cloudy:Adequet,17.9375,21.8744,88.0833,14.791925
451,795,4763,5558,Summer,Year 2012,Mar,Not A Holiday,Mon,Working Day,Clear:Good,18.279153,21.9375,47.7917,25.917007
452,531,4571,5102,Summer,Year 2012,Mar,Not A Holiday,Tues,Working Day,Clear:Good,13.256653,15.7827,29,12.541864
453,674,5024,5698,Summer,Year 2012,Mar,Not A Holiday,Wed,Working Day,Clear:Good,19.850847,23.5475,48.125,19.541957
454,834,5299,6133,Summer,Year 2012,Mar,Not A Holiday,Thr,Working Day,Clear:Good,20.260847,24.1152,43.9167,21.41655
455,796,4663,5459,Summer,Year 2012,Mar,Not A Holiday,Fri,Working Day,Cloudy:Adequet,15.17,18.78105,58.0833,9.250489
456,2301,3934,6235,Summer,Year 2012,Mar,Not A Holiday,Sat,Not A Working Day,Cloudy:Adequet,17.390847,21.0854,73.8333,16.791339
457,2347,3694,6041,Summer,Year 2012,Apr,Not A Holiday,Sun,Not A Working Day,Cloudy:Adequet,17.459153,20.86435,67.625,11.541889
458,1208,4728,5936,Summer,Year 2012,Apr,Not A Holiday,Mon,Working Day,Clear:Good,17.790433,21.37565,50.4348,20.913313
459,1348,5424,6772,Summer,Year 2012,Apr,Not A Holiday,Tues,Working Day,Clear:Good,19.133347,23.07415,39.6667,6.708911
460,1058,5378,6436,Summer,Year 2012,Apr,Not A Holiday,Wed,Working Day,Clear:Good,22.208347,26.6725,46.9583,12.125325
461,1192,5265,6457,Summer,Year 2012,Apr,Not A Holiday,Thr,Working Day,Clear:Good,17.835,21.55815,37.4167,14.708443
462,1807,4653,6460,Summer,Year 2012,Apr,Not A Holiday,Fri,Working Day,Clear:Good,16.536653,19.53835,37.7083,20.125996
463,3252,3605,6857,Summer,Year 2012,Apr,Not A Holiday,Sat,Not A Working Day,Clear:Good,17.9375,21.30645,25.4167,18.416357
464,2230,2939,5169,Summer,Year 2012,Apr,Not A Holiday,Sun,Not A Working Day,Clear:Good,20.5,24.62125,27.5833,15.583932
465,905,4680,5585,Summer,Year 2012,Apr,Not A Holiday,Mon,Working Day,Clear:Good,20.055847,23.8319,31.75,23.999132
466,819,5099,5918,Summer,Year 2012,Apr,Not A Holiday,Tues,Working Day,Clear:Good,18.313347,21.81165,43.5,16.708125
467,482,4380,4862,Summer,Year 2012,Apr,Not A Holiday,Wed,Working Day,Clear:Good,14.296536,16.8637,46.9565,19.783358
468,663,4746,5409,Summer,Year 2012,Apr,Not A Holiday,Thr,Working Day,Clear:Good,16.2975,19.3802,46.625,19.458743
469,1252,5146,6398,Summer,Year 2012,Apr,Not A Holiday,Fri,Working Day,Clear:Good,18.1425,21.5904,40.8333,10.416557
470,2795,4665,7460,Summer,Year 2012,Apr,Not A Holiday,Sat,Not A Working Day,Clear:Good,20.295,24.3998,50.2917,12.791439
471,2846,4286,7132,Summer,Year 2012,Apr,Not A Holiday,Sun,Not A Working Day,Clear:Good,24.873347,28.69375,50.7917,15.083643
472,1198,5172,6370,Summer,Year 2012,Apr,Holiday,Mon,Not A Working Day,Clear:Good,27.230847,30.74625,56.1667,19.083543
473,989,5702,6691,Summer,Year 2012,Apr,Not A Holiday,Tues,Working Day,Clear:Good,24.941653,29.92435,39.0417,18.333143
474,347,4020,4367,Summer,Year 2012,Apr,Not A Holiday,Wed,Working Day,Cloudy:Adequet,18.996653,22.8519,56.9167,11.250104
475,846,5719,6565,Summer,Year 2012,Apr,Not A Holiday,Thr,Working Day,Clear:Good,20.431653,24.6523,61.25,4.4172564
476,1340,5950,7290,Summer,Year 2012,Apr,Not A Holiday,Fri,Working Day,Clear:Good,21.593347,25.78875,69.4583,10.041357
477,2541,4083,6624,Summer,Year 2012,Apr,Not A Holiday,Sat,Not A Working Day,Clear:Good,23.37,27.14605,68.2917,19.000329
478,120,907,1027,Summer,Year 2012,Apr,Not A Holiday,Sun,Not A Working Day,LightRain:Bad,16.263347,19.4752,83.5417,23.084582
479,195,3019,3214,Summer,Year 2012,Apr,Not A Holiday,Mon,Working Day,Cloudy:Adequet,13.188347,15.05625,76.6667,20.334232
480,518,5115,5633,Summer,Year 2012,Apr,Not A Holiday,Tues,Working Day,Clear:Good,16.946653,20.26415,45.4167,16.708661
481,655,5541,6196,Summer,Year 2012,Apr,Not A Holiday,Wed,Working Day,Clear:Good,19.543347,23.51585,42.7917,7.959064
482,475,4551,5026,Summer,Year 2012,Apr,Not A Holiday,Thr,Working Day,Cloudy:Adequet,20.431653,24.17915,75.6667,11.833875
483,1014,5219,6233,Summer,Year 2012,Apr,Not A Holiday,Fri,Working Day,Clear:Good,18.7575,22.63185,40.0833,23.291411
484,1120,3100,4220,Summer,Year 2012,Apr,Not A Holiday,Sat,Not A Working Day,Cloudy:Adequet,15.443347,18.8752,48.9583,8.708325
485,2229,4075,6304,Summer,Year 2012,Apr,Not A Holiday,Sun,Not A Working Day,Clear:Good,18.791653,22.50605,58.7083,7.832836
486,665,4907,5572,Summer,Year 2012,Apr,Not A Holiday,Mon,Working Day,Cloudy:Adequet,19.030847,22.8848,57,11.499746
487,653,5087,5740,Summer,Year 2012,May,Not A Holiday,Tues,Working Day,Cloudy:Adequet,25.146653,28.85105,65.9583,10.458432
488,667,5502,6169,Summer,Year 2012,May,Not A Holiday,Wed,Working Day,Clear:Good,23.130847,26.8948,79.7083,9.249886
489,764,5657,6421,Summer,Year 2012,May,Not A Holiday,Thr,Working Day,Cloudy:Adequet,22.96,26.8621,76.8333,8.957632
490,1069,5227,6296,Summer,Year 2012,May,Not A Holiday,Fri,Working Day,Clear:Good,25.7275,29.54585,73.5417,10.916846
491,2496,4387,6883,Summer,Year 2012,May,Not A Holiday,Sat,Not A Working Day,Cloudy:Adequet,25.488347,29.2304,75.6667,10.250464
492,2135,4224,6359,Summer,Year 2012,May,Not A Holiday,Sun,Not A Working Day,Cloudy:Adequet,23.0625,27.33685,74,10.041893
493,1008,5265,6273,Summer,Year 2012,May,Not A Holiday,Mon,Working Day,Cloudy:Adequet,22.0375,26.3571,66.4167,15.458307
494,738,4990,5728,Summer,Year 2012,May,Not A Holiday,Tues,Working Day,Cloudy:Adequet,23.848347,27.87355,68.5833,19.833943
495,620,4097,4717,Summer,Year 2012,May,Not A Holiday,Wed,Working Day,Cloudy:Adequet,23.575,27.65125,74.4167,14.499604
496,1026,5546,6572,Summer,Year 2012,May,Not A Holiday,Thr,Working Day,Clear:Good,20.739153,24.58915,55.2083,21.042221
497,1319,5711,7030,Summer,Year 2012,May,Not A Holiday,Fri,Working Day,Clear:Good,21.866653,26.04165,36.0417,15.874779
498,2622,4807,7429,Summer,Year 2012,May,Not A Holiday,Sat,Not A Working Day,Clear:Good,23.130847,27.24085,48.0417,8.249911
499,2172,3946,6118,Summer,Year 2012,May,Not A Holiday,Sun,Not A Working Day,Clear:Good,25.1125,29.2619,57.625,15.082839
500,342,2501,2843,Summer,Year 2012,May,Not A Holiday,Mon,Working Day,Cloudy:Adequet,23.506653,27.495,78.9583,14.250364
501,625,4490,5115,Summer,Year 2012,May,Not A Holiday,Tues,Working Day,Cloudy:Adequet,25.078347,28.8202,79.4583,9.875264
502,991,6433,7424,Summer,Year 2012,May,Not A Holiday,Wed,Working Day,Clear:Good,26.103347,29.79875,69.7917,8.208304
503,1242,6142,7384,Summer,Year 2012,May,Not A Holiday,Thr,Working Day,Clear:Good,24.326653,28.63065,52,15.374825
504,1521,6118,7639,Summer,Year 2012,May,Not A Holiday,Fri,Working Day,Clear:Good,23.130847,27.55605,52.3333,9.166739
505,3410,4884,8294,Summer,Year 2012,May,Not A Holiday,Sat,Not A Working Day,Clear:Good,24.6,28.3454,45.625,5.626325
506,2704,4425,7129,Summer,Year 2012,May,Not A Holiday,Sun,Not A Working Day,Clear:Good,25.454153,29.19835,53.0417,17.042589
507,630,3729,4359,Summer,Year 2012,May,Not A Holiday,Mon,Working Day,Cloudy:Adequet,24.531653,28.28335,81.125,15.624668
508,819,5254,6073,Summer,Year 2012,May,Not A Holiday,Tues,Working Day,Cloudy:Adequet,25.215,29.04125,76.5833,7.917189
509,766,4494,5260,Summer,Year 2012,May,Not A Holiday,Wed,Working Day,Cloudy:Adequet,25.488347,29.2306,77.4583,6.834
510,1059,5711,6770,Summer,Year 2012,May,Not A Holiday,Thr,Working Day,Clear:Good,26.855,30.335,71.6667,11.584032
511,1417,5317,6734,Summer,Year 2012,May,Not A Holiday,Fri,Working Day,Clear:Good,27.88,31.37645,74.7083,9.41685
512,2855,3681,6536,Summer,Year 2012,May,Not A Holiday,Sat,Not A Working Day,Clear:Good,28.3925,32.1348,73.25,13.332464
513,3283,3308,6591,Summer,Year 2012,May,Not A Holiday,Sun,Not A Working Day,Clear:Good,28.29,32.07125,69.7083,14.416457
514,2557,3486,6043,Summer,Year 2012,May,Holiday,Mon,Not A Working Day,Clear:Good,29.2125,33.965,67.625,13.166907
515,880,4863,5743,Summer,Year 2012,May,Not A Holiday,Tues,Working Day,Clear:Good,29.6225,33.6496,68.4583,19.7918
516,745,6110,6855,Summer,Year 2012,May,Not A Holiday,Wed,Working Day,Cloudy:Adequet,26.923347,30.55645,67,9.000043
517,1100,6238,7338,Summer,Year 2012,May,Not A Holiday,Thr,Working Day,Clear:Good,27.88,31.56645,49.2917,13.083693
518,533,3594,4127,Summer,Year 2012,June,Not A Holiday,Fri,Working Day,Cloudy:Adequet,26.820847,30.3981,75.5417,15.916721
519,2795,5325,8120,Summer,Year 2012,June,Not A Holiday,Sat,Not A Working Day,Clear:Good,23.916653,28.3144,54.9167,12.499654
520,2494,5147,7641,Summer,Year 2012,June,Not A Holiday,Sun,Not A Working Day,Clear:Good,24.7025,28.75665,49.3333,12.333829
521,1071,5927,6998,Summer,Year 2012,June,Not A Holiday,Mon,Working Day,Clear:Good,24.4975,28.91415,48.7083,19.083811
522,968,6033,7001,Summer,Year 2012,June,Not A Holiday,Tues,Working Day,Cloudy:Adequet,22.174153,26.2946,61.3333,14.041525
523,1027,6028,7055,Summer,Year 2012,June,Not A Holiday,Wed,Working Day,Clear:Good,22.720847,27.1146,61.125,5.167375
524,1038,6456,7494,Summer,Year 2012,June,Not A Holiday,Thr,Working Day,Clear:Good,24.7025,28.4721,56.7083,10.54245
525,1488,6248,7736,Summer,Year 2012,June,Not A Holiday,Fri,Working Day,Clear:Good,26.615847,29.8931,46.7917,11.750661
526,2708,4790,7498,Summer,Year 2012,June,Not A Holiday,Sat,Not A Working Day,Clear:Good,29.144153,32.41835,43.7083,9.667229
527,2224,4374,6598,Summer,Year 2012,June,Not A Holiday,Sun,Not A Working Day,Clear:Good,29.793347,33.17585,53.8333,8.959307
528,1017,5647,6664,Summer,Year 2012,June,Not A Holiday,Mon,Working Day,Cloudy:Adequet,29.554153,32.98605,58.7917,13.916771
529,477,4495,4972,Summer,Year 2012,June,Not A Holiday,Tues,Working Day,Cloudy:Adequet,26.786653,29.89375,83.3333,14.374582
530,1173,6248,7421,Summer,Year 2012,June,Not A Holiday,Wed,Working Day,Clear:Good,26.889153,30.55585,58.2083,22.999693
531,1180,6183,7363,Summer,Year 2012,June,Not A Holiday,Thr,Working Day,Clear:Good,26.581653,31.21915,56.9583,17.000111
532,1563,6102,7665,Summer,Year 2012,June,Not A Holiday,Fri,Working Day,Clear:Good,26.205847,29.9877,58.9583,11.833339
533,2963,4739,7702,Summer,Year 2012,June,Not A Holiday,Sat,Not A Working Day,Clear:Good,25.898347,29.7354,50.4167,11.166689
534,2634,4344,6978,Summer,Year 2012,June,Not A Holiday,Sun,Not A Working Day,Clear:Good,24.2925,28.59875,59.875,9.708568
535,653,4446,5099,Summer,Year 2012,June,Not A Holiday,Mon,Working Day,Cloudy:Adequet,23.301653,27.2421,77.7917,11.707982
536,968,5857,6825,Summer,Year 2012,June,Not A Holiday,Tues,Working Day,Clear:Good,28.221653,32.7346,69,9.917139
537,872,5339,6211,Summer,Year 2012,June,Not A Holiday,Wed,Working Day,Clear:Good,32.0825,36.04875,59.2083,7.625404
538,778,5127,5905,Fall,Year 2012,June,Not A Holiday,Thr,Working Day,Clear:Good,33.039153,37.6271,56.7917,7.958729
539,964,4859,5823,Fall,Year 2012,June,Not A Holiday,Fri,Working Day,Clear:Good,31.8775,36.20605,57.375,12.250414
540,2657,4801,7458,Fall,Year 2012,June,Not A Holiday,Sat,Not A Working Day,Clear:Good,29.998347,32.6396,53.4583,12.041307
541,2551,4340,6891,Fall,Year 2012,June,Not A Holiday,Sun,Not A Working Day,Clear:Good,30.476653,33.7127,47.9167,9.750175
542,1139,5640,6779,Fall,Year 2012,June,Not A Holiday,Mon,Working Day,Clear:Good,29.349153,32.7021,50.4167,20.125661
543,1077,6365,7442,Fall,Year 2012,June,Not A Holiday,Tues,Working Day,Clear:Good,25.864153,29.7352,37.3333,23.292014
544,1077,6258,7335,Fall,Year 2012,June,Not A Holiday,Wed,Working Day,Clear:Good,28.5975,32.0396,36,18.208925
545,921,5958,6879,Fall,Year 2012,June,Not A Holiday,Thr,Working Day,Clear:Good,30.715847,33.7756,42.25,11.50055
546,829,4634,5463,Fall,Year 2012,June,Not A Holiday,Fri,Working Day,Clear:Good,34.200847,39.33065,48.875,11.082939
547,1455,4232,5687,Fall,Year 2012,June,Not A Holiday,Sat,Not A Working Day,Clear:Good,31.365,34.3754,60.125,10.791757
548,1421,4110,5531,Fall,Year 2012,Jul,Not A Holiday,Sun,Not A Working Day,Clear:Good,33.449153,37.53145,51.875,11.291443
549,904,5323,6227,Fall,Year 2012,Jul,Not A Holiday,Mon,Working Day,Clear:Good,32.048347,35.1019,44.7083,13.082889
550,1052,5608,6660,Fall,Year 2012,Jul,Not A Holiday,Tues,Working Day,Clear:Good,32.014153,35.1325,49.2083,8.457879
551,2562,4841,7403,Fall,Year 2012,Jul,Holiday,Wed,Not A Working Day,Clear:Good,32.355847,36.61685,53.875,9.04165
552,1405,4836,6241,Fall,Year 2012,Jul,Not A Holiday,Thr,Working Day,Clear:Good,33.9275,38.06835,45.7917,12.999943
553,1366,4841,6207,Fall,Year 2012,Jul,Not A Holiday,Fri,Working Day,Clear:Good,33.961653,37.62665,45.0833,9.791514
554,1448,3392,4840,Fall,Year 2012,Jul,Not A Holiday,Sat,Not A Working Day,Clear:Good,35.328347,40.24565,49.2083,10.958118
555,1203,3469,4672,Fall,Year 2012,Jul,Not A Holiday,Sun,Not A Working Day,Clear:Good,33.7225,39.5198,57.375,8.417143
556,998,5571,6569,Fall,Year 2012,Jul,Not A Holiday,Mon,Working Day,Cloudy:Adequet,29.144153,32.7027,68.3333,12.125325
557,954,5336,6290,Fall,Year 2012,Jul,Not A Holiday,Tues,Working Day,Cloudy:Adequet,29.554153,33.2398,66.75,10.166379
558,975,6289,7264,Fall,Year 2012,Jul,Not A Holiday,Wed,Working Day,Clear:Good,29.383347,32.51355,63.3333,10.166111
559,1032,6414,7446,Fall,Year 2012,Jul,Not A Holiday,Thr,Working Day,Clear:Good,29.349153,32.73415,52.9583,9.833925
560,1511,5988,7499,Fall,Year 2012,Jul,Not A Holiday,Fri,Working Day,Cloudy:Adequet,29.998347,33.39665,48.5833,5.41695
561,2355,4614,6969,Fall,Year 2012,Jul,Not A Holiday,Sat,Not A Working Day,Cloudy:Adequet,28.836653,33.3021,69.9167,9.626493
562,1920,4111,6031,Fall,Year 2012,Jul,Not A Holiday,Sun,Not A Working Day,Clear:Good,30.579153,35.2598,71.7917,11.166689
563,1088,5742,6830,Fall,Year 2012,Jul,Not A Holiday,Mon,Working Day,Clear:Good,31.296653,36.20625,64.5,11.000529
564,921,5865,6786,Fall,Year 2012,Jul,Not A Holiday,Tues,Working Day,Clear:Good,33.551653,37.78415,50.5833,7.666743
565,799,4914,5713,Fall,Year 2012,Jul,Not A Holiday,Wed,Working Day,Clear:Good,32.526653,37.27915,57.7083,9.208614
566,888,5703,6591,Fall,Year 2012,Jul,Not A Holiday,Thr,Working Day,Clear:Good,31.57,35.7321,60.0417,11.083743
567,747,5123,5870,Fall,Year 2012,Jul,Not A Holiday,Fri,Working Day,Cloudy:Adequet,27.299153,30.65125,84.4167,14.000789
568,1264,3195,4459,Fall,Year 2012,Jul,Not A Holiday,Sat,Not A Working Day,LightRain:Bad,24.429153,27.4956,86.5417,14.2911
569,2544,4866,7410,Fall,Year 2012,Jul,Not A Holiday,Sun,Not A Working Day,Cloudy:Adequet,27.3675,31.15625,76.25,6.2926936
570,1135,5831,6966,Fall,Year 2012,Jul,Not A Holiday,Mon,Working Day,Clear:Good,30.408347,34.50085,69.4167,9.291761
571,1140,6452,7592,Fall,Year 2012,Jul,Not A Holiday,Tues,Working Day,Clear:Good,30.784153,35.3225,65.5,14.167418
572,1383,6790,8173,Fall,Year 2012,Jul,Not A Holiday,Wed,Working Day,Clear:Good,29.690847,32.7027,45,11.0416
573,1036,5825,6861,Fall,Year 2012,Jul,Not A Holiday,Thr,Working Day,Clear:Good,31.843347,36.96315,59.6667,19.082471
574,1259,5645,6904,Fall,Year 2012,Jul,Not A Holiday,Fri,Working Day,Clear:Good,32.048347,36.71085,59.4583,10.250464
575,2234,4451,6685,Fall,Year 2012,Jul,Not A Holiday,Sat,Not A Working Day,Clear:Good,30.989153,34.8802,61.3333,10.54245
576,2153,4444,6597,Fall,Year 2012,Jul,Not A Holiday,Sun,Not A Working Day,Clear:Good,29.588347,33.39665,62.375,11.416532
577,1040,6065,7105,Fall,Year 2012,Jul,Not A Holiday,Mon,Working Day,Clear:Good,29.964153,34.24935,66.875,10.292339
578,968,6248,7216,Fall,Year 2012,Jul,Not A Holiday,Tues,Working Day,Clear:Good,29.246653,33.1448,70.4167,11.083475
579,1074,6506,7580,Fall,Year 2012,Aug,Not A Holiday,Wed,Working Day,Clear:Good,29.4175,33.3654,67.75,9.458993
580,983,6278,7261,Fall,Year 2012,Aug,Not A Holiday,Thr,Working Day,Clear:Good,30.8525,35.3544,65.9583,8.666718
581,1328,5847,7175,Fall,Year 2012,Aug,Not A Holiday,Fri,Working Day,Cloudy:Adequet,31.399153,36.14335,64.25,14.458064
582,2345,4479,6824,Fall,Year 2012,Aug,Not A Holiday,Sat,Not A Working Day,Clear:Good,32.526653,37.56335,61.3333,17.249686
583,1707,3757,5464,Fall,Year 2012,Aug,Not A Holiday,Sun,Not A Working Day,Clear:Good,31.535847,36.55395,65.25,19.458207
584,1233,5780,7013,Fall,Year 2012,Aug,Not A Holiday,Mon,Working Day,Cloudy:Adequet,30.8525,35.5123,65.4167,8.666718
585,1278,5995,7273,Fall,Year 2012,Aug,Not A Holiday,Tues,Working Day,Cloudy:Adequet,30.169153,34.88105,70.375,7.832836
586,1263,6271,7534,Fall,Year 2012,Aug,Not A Holiday,Wed,Working Day,Cloudy:Adequet,30.75,35.38585,67.2917,7.4169
587,1196,6090,7286,Fall,Year 2012,Aug,Not A Holiday,Thr,Working Day,Clear:Good,30.989153,34.9754,62.0417,10.4587
588,1065,4721,5786,Fall,Year 2012,Aug,Not A Holiday,Fri,Working Day,Cloudy:Adequet,29.349153,33.3971,71.5833,16.000471
589,2247,4052,6299,Fall,Year 2012,Aug,Not A Holiday,Sat,Not A Working Day,Cloudy:Adequet,28.3925,31.91335,73.2917,13.834093
590,2182,4362,6544,Fall,Year 2012,Aug,Not A Holiday,Sun,Not A Working Day,Clear:Good,28.734153,32.22895,53.0417,8.208304
591,1207,5676,6883,Fall,Year 2012,Aug,Not A Holiday,Mon,Working Day,Clear:Good,29.554153,33.1127,54.5417,9.126204
592,1128,5656,6784,Fall,Year 2012,Aug,Not A Holiday,Tues,Working Day,Clear:Good,29.793347,33.83895,68.6667,11.333586
593,1198,6149,7347,Fall,Year 2012,Aug,Not A Holiday,Wed,Working Day,Clear:Good,28.973347,32.70185,61.9583,11.374657
594,1338,6267,7605,Fall,Year 2012,Aug,Not A Holiday,Thr,Working Day,Clear:Good,29.485847,32.7344,51.9167,9.500332
595,1483,5665,7148,Fall,Year 2012,Aug,Not A Holiday,Fri,Working Day,Clear:Good,29.656653,12.12,57.0833,15.500718
596,2827,5038,7865,Fall,Year 2012,Aug,Not A Holiday,Sat,Not A Working Day,Clear:Good,27.811653,30.90355,60.3333,11.917089
597,1208,3341,4549,Fall,Year 2012,Aug,Not A Holiday,Sun,Not A Working Day,Cloudy:Adequet,26.069153,30.1777,71.1667,5.79215
598,1026,5504,6530,Fall,Year 2012,Aug,Not A Holiday,Mon,Working Day,Cloudy:Adequet,26.069153,29.79835,73.4167,8.708593
599,1081,5925,7006,Fall,Year 2012,Aug,Not A Holiday,Tues,Working Day,Clear:Good,26.615847,30.05125,67.375,4.8756436
